Exporters	2004-M04-Imported unit value	2004-M04-Unit	2004-M05-Imported unit value	2004-M05-Unit	2004-M06-Imported unit value	2004-M06-Unit	2004-M07-Imported unit value	2004-M07-Unit	2004-M08-Imported unit value	2004-M08-Unit	2004-M09-Imported unit value	2004-M09-Unit	2004-M10-Imported unit value	2004-M10-Unit	2004-M11-Imported unit value	2004-M11-Unit	2004-M12-Imported unit value	2004-M12-Unit	2005-M01-Imported unit value	2005-M01-Unit	2005-M02-Imported unit value	2005-M02-Unit	2005-M03-Imported unit value	2005-M03-Unit	2005-M04-Imported unit value	2005-M04-Unit	2005-M05-Imported unit value	2005-M05-Unit	2005-M06-Imported unit value	2005-M06-Unit	2005-M07-Imported unit value	2005-M07-Unit	2005-M08-Imported unit value	2005-M08-Unit	2005-M09-Imported unit value	2005-M09-Unit	2005-M10-Imported unit value	2005-M10-Unit	2005-M11-Imported unit value	2005-M11-Unit	Imported value in 2005-M11, US Dollar thousand	Imported quantity in 2005-M11	Quantity Unit in 2005-M11	
"Greece"	4050	US Dollar/Tons	4250	US Dollar/Tons	4444	US Dollar/Tons	4200	US Dollar/Tons	4250	US Dollar/Tons	4100	US Dollar/Tons	4000	US Dollar/Tons	4400	US Dollar/Tons	4000	US Dollar/Tons	4167	US Dollar/Tons		US Dollar/Tons	0	US Dollar/Units	4609	US Dollar/Tons	4500	US Dollar/Tons			4000	US Dollar/Tons			4250	US Dollar/Tons	4000	US Dollar/Tons	4050	US Dollar/Tons	81	20	Tons	
"Austria"																			6000	US Dollar/Tons	6308	US Dollar/Tons	5692	US Dollar/Tons	6444	US Dollar/Tons	5700	US Dollar/Tons	6000	US Dollar/Tons	15833	US Dollar/Tons		US Dollar/Mixed	6538	US Dollar/Tons	5900	US Dollar/Tons	5636	US Dollar/Tons	62	11	Tons	
"United States of America"																			2143	US Dollar/Units	2462	US Dollar/Units			1500	US Dollar/Units	3219	US Dollar/Units	3000	US Dollar/Units	3073	US Dollar/Units	487	US Dollar/Units	2375	US Dollar/Units	1875	US Dollar/Units	3133	US Dollar/Units	47	15	Units	
"Portugal"																																							3333	US Dollar/Tons	30	9	Tons	
"Romania"	2000	US Dollar/Tons	3250	US Dollar/Tons	3571	US Dollar/Tons	3000	US Dollar/Tons	4000	US Dollar/Tons	3375	US Dollar/Tons	2889	US Dollar/Tons	3500	US Dollar/Tons	3000	US Dollar/Tons	3111	US Dollar/Tons	3250	US Dollar/Tons	3219	US Dollar/Tons	2667	US Dollar/Tons	3250	US Dollar/Tons	2846	US Dollar/Tons	2667	US Dollar/Tons	2939	US Dollar/Tons	3100	US Dollar/Tons	3227	US Dollar/Tons	2778	US Dollar/Tons	25	9	Tons	
"Ireland"				US Dollar/Tons	16000	US Dollar/Tons		US Dollar/Tons		US Dollar/Tons		US Dollar/Tons	4889	US Dollar/Tons	14000	US Dollar/Tons	8000	US Dollar/Tons		US Dollar/Tons		US Dollar/Tons		US Dollar/Tons	9000	US Dollar/Tons		US Dollar/Tons	9000	US Dollar/Tons		US Dollar/Mixed	15000	US Dollar/Tons		US Dollar/Tons		US Dollar/Tons	16000	US Dollar/Tons	16	1	Tons	
"Bulgaria"	3667	US Dollar/Tons	3429	US Dollar/Tons	4000	US Dollar/Tons	3000	US Dollar/Tons	4000	US Dollar/Tons											3750	US Dollar/Tons										US Dollar/Tons	3500	US Dollar/Tons	3667	US Dollar/Tons	4286	US Dollar/Tons	4000	US Dollar/Tons	16	4	Tons	
"Lithuania"											4000	US Dollar/Tons		US Dollar/Tons			4667	US Dollar/Tons											3667	US Dollar/Tons									3667	US Dollar/Tons	11	3	Tons	
"Finland"	14000	US Dollar/Tons		US Dollar/Tons	10667	US Dollar/Tons		US Dollar/Tons	10000	US Dollar/Tons	11667	US Dollar/Tons	13000	US Dollar/Tons				US Dollar/Tons	16000	US Dollar/Tons	6000	US Dollar/Tons	6000	US Dollar/Tons	9000	US Dollar/Tons	9500	US Dollar/Tons	11000	US Dollar/Tons		US Dollar/Tons	14000	US Dollar/Tons	7000	US Dollar/Tons	10000	US Dollar/Tons		US Dollar/Tons	3	0	Tons	
"Australia"																																									0	0		
"Ghana"																																									0	0		
"Iceland"																																												
"Cameroon"																																												
"Brazil"																																												
"Colombia"																																												
"Mayotte"																																												
"Czech Republic"																													4519	US Dollar/Tons														
"Malawi"																																												
"Malaysia"																																												
"Mauritius"																																												
"Mexico"																																												
"Morocco"																																												
"Netherlands"	14857	US Dollar/Tons	11833	US Dollar/Tons	13000	US Dollar/Tons	14727	US Dollar/Tons	13250	US Dollar/Tons	6500	US Dollar/Tons	15538	US Dollar/Tons	20750	US Dollar/Tons	23200	US Dollar/Tons	6429	US Dollar/Tons	667	US Dollar/Tons	73	US Dollar/Tons	0	US Dollar/Tons	12000	US Dollar/Tons	26	US Dollar/Tons	1000	US Dollar/Tons	0	US Dollar/Tons										
"Côte d'Ivoire"																																												
"Japan"					25	US Dollar/Kilograms																																						
"Kazakhstan"																																												
"Switzerland"					11	US Dollar/Kilograms					7.81	US Dollar/Kilograms																																
"South Africa"																																												
"Spain"							0	US Dollar/Units									1500	US Dollar/Tons						US Dollar/Tons	7000	US Dollar/Tons										US Dollar/Tons								
"Zambia"																																												
"Uganda"																																												
