Exporters	2012-M03-Imported unit value	2012-M03-Unit	2012-M04-Imported unit value	2012-M04-Unit	2012-M05-Imported unit value	2012-M05-Unit	2012-M06-Imported unit value	2012-M06-Unit	2012-M07-Imported unit value	2012-M07-Unit	2012-M08-Imported unit value	2012-M08-Unit	2012-M09-Imported unit value	2012-M09-Unit	2012-M10-Imported unit value	2012-M10-Unit	2012-M11-Imported unit value	2012-M11-Unit	2012-M12-Imported unit value	2012-M12-Unit	2013-M01-Imported unit value	2013-M01-Unit	2013-M02-Imported unit value	2013-M02-Unit	2013-M03-Imported unit value	2013-M03-Unit	2013-M04-Imported unit value	2013-M04-Unit	2013-M05-Imported unit value	2013-M05-Unit	2013-M06-Imported unit value	2013-M06-Unit	2013-M07-Imported unit value	2013-M07-Unit	2013-M08-Imported unit value	2013-M08-Unit	2013-M09-Imported unit value	2013-M09-Unit	2013-M10-Imported unit value	2013-M10-Unit	Imported value in 2013-M10, US Dollar thousand	Imported quantity in 2013-M10	Quantity Unit in 2013-M10	
"Spain"	8250	US Dollar/Tons	9767	US Dollar/Tons	10000	US Dollar/Tons	8733	US Dollar/Tons	4724	US Dollar/Tons	8455	US Dollar/Tons	8444	US Dollar/Tons	9600	US Dollar/Tons	11571	US Dollar/Tons	9222	US Dollar/Tons	11500	US Dollar/Tons	8875	US Dollar/Tons	8833	US Dollar/Tons	11182	US Dollar/Tons	8875	US Dollar/Tons	8944	US Dollar/Tons	7667	US Dollar/Tons	9333	US Dollar/Tons	9077	US Dollar/Tons	8200	US Dollar/Tons	246	30	Tons	
"Romania"	8544	US Dollar/Tons	8673	US Dollar/Tons	8895	US Dollar/Tons	8484	US Dollar/Tons	7615	US Dollar/Tons		US Dollar/Tons	9455	US Dollar/Tons	8538	US Dollar/Tons		US Dollar/Tons	8667	US Dollar/Tons	7200	US Dollar/Tons	14200	US Dollar/Tons	11895	US Dollar/Tons	10712	US Dollar/Tons	11667	US Dollar/Tons	8989	US Dollar/Tons	7538	US Dollar/Tons					8464	US Dollar/Tons	237	28	Tons	
"Slovakia"	16857	US Dollar/Tons	16375	US Dollar/Tons	14556	US Dollar/Tons	9900	US Dollar/Tons	14800	US Dollar/Tons		US Dollar/Not available	19636	US Dollar/Tons	17063	US Dollar/Tons	16750	US Dollar/Tons		US Dollar/Not available	10000	US Dollar/Tons	18294	US Dollar/Tons	14632	US Dollar/Tons	22556	US Dollar/Tons	14833	US Dollar/Tons	13200	US Dollar/Tons	14625	US Dollar/Tons	17500	US Dollar/Tons	13250	US Dollar/Tons	15400	US Dollar/Tons	154	10	Tons	
"Mexico"																			1000	US Dollar/Units													3000	US Dollar/Units	2776	US Dollar/Units	2974	US Dollar/Units	2745	US Dollar/Units	129	47	Units	
"Belgium"	1092	US Dollar/Units	1051	US Dollar/Units	1071	US Dollar/Units	1000	US Dollar/Units	935	US Dollar/Units	847	US Dollar/Units	714	US Dollar/Units	1182	US Dollar/Units	1122	US Dollar/Units	667	US Dollar/Units	762	US Dollar/Units	683	US Dollar/Units	605	US Dollar/Units	416	US Dollar/Units	302	US Dollar/Units	395	US Dollar/Units	867	US Dollar/Units	1176	US Dollar/Units	634	US Dollar/Units	587	US Dollar/Units	98	167	Units	
"Greece"	16571	US Dollar/Tons	12250	US Dollar/Tons	6158	US Dollar/Tons	5333	US Dollar/Tons	5833	US Dollar/Tons	5778	US Dollar/Tons	6571	US Dollar/Tons	5750	US Dollar/Tons	6250	US Dollar/Tons	7500	US Dollar/Tons	6875	US Dollar/Tons	7000	US Dollar/Tons	6750	US Dollar/Tons	6818	US Dollar/Tons	6400	US Dollar/Tons	7278	US Dollar/Tons	6333	US Dollar/Tons	6900	US Dollar/Tons	6667	US Dollar/Tons	6786	US Dollar/Tons	95	14	Tons	
"Japan"	25	US Dollar/Kilograms	27	US Dollar/Kilograms	28	US Dollar/Kilograms	28	US Dollar/Kilograms	28	US Dollar/Kilograms	27	US Dollar/Kilograms	28	US Dollar/Kilograms	28	US Dollar/Kilograms	27	US Dollar/Kilograms	26	US Dollar/Kilograms	24	US Dollar/Kilograms	23	US Dollar/Kilograms	23	US Dollar/Kilograms	23	US Dollar/Kilograms	21	US Dollar/Kilograms	22	US Dollar/Kilograms	21	US Dollar/Kilograms	23	US Dollar/Kilograms	22	US Dollar/Kilograms	22	US Dollar/Kilograms	91	4212	Kilograms	
"South Africa"	919	US Dollar/Units			1000	US Dollar/Units	1065	US Dollar/Units		US Dollar/Units	299	US Dollar/Units			921	US Dollar/Units			865	US Dollar/Units			1028	US Dollar/Units	1000	US Dollar/Units			858	US Dollar/Units			972	US Dollar/Units	935	US Dollar/Units			875	US Dollar/Units	35	40	Units	
"Bulgaria"																											5333	US Dollar/Tons			6000	US Dollar/Tons	6600	US Dollar/Tons					6200	US Dollar/Tons	31	5	Tons	
"Hungary"	15250	US Dollar/Tons	13000	US Dollar/Tons	13667	US Dollar/Tons	13500	US Dollar/Tons	13440	US Dollar/Tons	13160	US Dollar/Tons	11000	US Dollar/Tons	9800	US Dollar/Tons	13000	US Dollar/Tons	12000	US Dollar/Tons	12000	US Dollar/Tons	14714	US Dollar/Tons	14579	US Dollar/Tons	16000	US Dollar/Tons	16000	US Dollar/Tons	8261	US Dollar/Tons	11000	US Dollar/Tons	14429	US Dollar/Tons	11400	US Dollar/Tons	6250	US Dollar/Tons	25	4	Tons	
"New Zealand"					16	US Dollar/Kilograms	13	US Dollar/Kilograms					24	US Dollar/Kilograms			20	US Dollar/Kilograms					25	US Dollar/Kilograms	7.53	US Dollar/Kilograms	23	US Dollar/Kilograms	30	US Dollar/Kilograms			30	US Dollar/Kilograms	17	US Dollar/Kilograms	8.40	US Dollar/Kilograms	19	US Dollar/Kilograms	11	582	Kilograms	
"Sweden"		US Dollar/Tons		US Dollar/Tons		US Dollar/Mixed		US Dollar/Tons		US Dollar/Tons		US Dollar/Tons		US Dollar/Tons		US Dollar/Tons		US Dollar/Tons	21000	US Dollar/Tons		US Dollar/Mixed	0	US Dollar/Units	0	US Dollar/Units		US Dollar/Tons				US Dollar/Tons		US Dollar/Tons		US Dollar/Tons				US Dollar/Tons	8	0	Tons	
"Australia"			5000	US Dollar/Units			282	US Dollar/Units					245	US Dollar/Units					166	US Dollar/Units					64	US Dollar/Units									214	US Dollar/Units			1000	US Dollar/Units	2	2	Units	
"Slovenia"																		US Dollar/Tons		US Dollar/Tons						US Dollar/Tons				US Dollar/Tons				US Dollar/Tons						US Dollar/Tons	1	0	Tons	
"India"																																												
"Singapore"															75	US Dollar/Units																												
"Qatar"																									15	US Dollar/Kilograms	5	US Dollar/Kilograms							600	US Dollar/Kilograms								
"Norway"			63	US Dollar/Kilograms					36	US Dollar/Kilograms	32	US Dollar/Kilograms			2.81	US Dollar/Kilograms							10	US Dollar/Kilograms	15	US Dollar/Kilograms																		
"Kazakhstan"																					33	US Dollar/Kilograms																						
"Lithuania"									14111	US Dollar/Tons	22000	US Dollar/Tons		US Dollar/Tons	11000	US Dollar/Tons												US Dollar/Tons		US Dollar/Tons	12000	US Dollar/Tons	22000	US Dollar/Tons	15000	US Dollar/Tons	13444	US Dollar/Tons						
"Mauritius"																																												
"Iceland"																																												
"Israel"																																												
"Canada"						US Dollar/Not available																																						
"Chile"																																												
"Bahamas"											0	US Dollar/Units																																
"Barbados"																															150	US Dollar/Kilograms												
"Switzerland"	5.70	US Dollar/Kilograms							333	US Dollar/Kilograms	0	US Dollar/Kilograms			275	US Dollar/Kilograms															49	US Dollar/Kilograms	27	US Dollar/Kilograms	0	US Dollar/Kilograms								
"Thailand"																																												
"Egypt"																																												
