Exporters	2005-M11-Imported unit value	2005-M11-Unit	2005-M12-Imported unit value	2005-M12-Unit	2006-M01-Imported unit value	2006-M01-Unit	2006-M02-Imported unit value	2006-M02-Unit	2006-M03-Imported unit value	2006-M03-Unit	2006-M04-Imported unit value	2006-M04-Unit	2006-M05-Imported unit value	2006-M05-Unit	2006-M06-Imported unit value	2006-M06-Unit	2006-M07-Imported unit value	2006-M07-Unit	2006-M08-Imported unit value	2006-M08-Unit	2006-M09-Imported unit value	2006-M09-Unit	2006-M10-Imported unit value	2006-M10-Unit	2006-M11-Imported unit value	2006-M11-Unit	2006-M12-Imported unit value	2006-M12-Unit	2007-M01-Imported unit value	2007-M01-Unit	2007-M02-Imported unit value	2007-M02-Unit	2007-M03-Imported unit value	2007-M03-Unit	2007-M04-Imported unit value	2007-M04-Unit	2007-M05-Imported unit value	2007-M05-Unit	2007-M06-Imported unit value	2007-M06-Unit	Imported value in 2007-M06, US Dollar thousand	Imported quantity in 2007-M06	Quantity Unit in 2007-M06	
"Spain"	9639	US Dollar/Tons	8085	US Dollar/Tons	631	US Dollar/Units	798	US Dollar/Units	557	US Dollar/Units	1707	US Dollar/Units	737	US Dollar/Units	2768	US Dollar/Units	1970	US Dollar/Units	3049	US Dollar/Units	741	US Dollar/Units	2451	US Dollar/Units	2192	US Dollar/Units	2161	US Dollar/Units	1950	US Dollar/Units	790	US Dollar/Units	643	US Dollar/Units	825	US Dollar/Units	2983	US Dollar/Units	1110	US Dollar/Units	575	518	Units	
"Hungary"	6153	US Dollar/Tons	6178	US Dollar/Tons	5406	US Dollar/Tons	6636	US Dollar/Tons	6981	US Dollar/Tons	7609	US Dollar/Tons	8250	US Dollar/Tons	6820	US Dollar/Tons	6957	US Dollar/Tons	5787	US Dollar/Tons	6393	US Dollar/Tons	6921	US Dollar/Tons	6413	US Dollar/Tons	8017	US Dollar/Tons	8900	US Dollar/Tons	6765	US Dollar/Tons	7848	US Dollar/Tons	9298	US Dollar/Tons	7694	US Dollar/Tons	11633	US Dollar/Tons	570	49	Tons	
"Slovakia"	6318	US Dollar/Tons	7652	US Dollar/Tons	6176	US Dollar/Tons	5900	US Dollar/Tons	6964	US Dollar/Tons	6429	US Dollar/Tons	7500	US Dollar/Tons	6731	US Dollar/Tons	6868	US Dollar/Tons	7395	US Dollar/Tons	7175	US Dollar/Tons	7816	US Dollar/Tons	8098	US Dollar/Tons	7000	US Dollar/Tons	8708	US Dollar/Tons	7216	US Dollar/Tons	7361	US Dollar/Tons	7549	US Dollar/Tons	7443	US Dollar/Tons	9125	US Dollar/Tons	511	56	Tons	
"Czech Republic"	4486	US Dollar/Tons	6515	US Dollar/Tons		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available	463	0	Not available	
"Ireland"	7747	US Dollar/Tons	7817	US Dollar/Tons	7550	US Dollar/Tons	10639	US Dollar/Tons	12000	US Dollar/Tons	6337	US Dollar/Tons	8667	US Dollar/Tons	9791	US Dollar/Tons	8112	US Dollar/Tons	8670	US Dollar/Tons	8764	US Dollar/Tons	10821	US Dollar/Tons	10195	US Dollar/Tons	9276	US Dollar/Tons	10392	US Dollar/Tons	9298	US Dollar/Tons	7353	US Dollar/Tons	12276	US Dollar/Tons	15412	US Dollar/Tons	16630	US Dollar/Tons	449	27	Tons	
"United States of America"	652	US Dollar/Units	1346	US Dollar/Units	1225	US Dollar/Units	953	US Dollar/Units	1054	US Dollar/Units	979	US Dollar/Units	1816	US Dollar/Units	1825	US Dollar/Units	1571	US Dollar/Units	2010	US Dollar/Units	1378	US Dollar/Units	2930	US Dollar/Units	2687	US Dollar/Units	2663	US Dollar/Units	1805	US Dollar/Units	2614	US Dollar/Units	2615	US Dollar/Units	2668	US Dollar/Units	2049	US Dollar/Units	1382	US Dollar/Units	391	283	Units	
"Slovenia"	7256	US Dollar/Tons	7308	US Dollar/Tons	6480	US Dollar/Tons	6750	US Dollar/Tons	6927	US Dollar/Tons	7097	US Dollar/Tons	6500	US Dollar/Tons	7244	US Dollar/Tons	6806	US Dollar/Tons	7917	US Dollar/Tons	6750	US Dollar/Tons	7343	US Dollar/Tons	7235	US Dollar/Tons	9200	US Dollar/Tons	7737	US Dollar/Tons	6738	US Dollar/Tons	7808	US Dollar/Tons	8300	US Dollar/Tons	8161	US Dollar/Tons	8333	US Dollar/Tons	375	45	Tons	
"Romania"			4000	US Dollar/Tons	3571	US Dollar/Tons	4000	US Dollar/Tons					1000	US Dollar/Units			8000	US Dollar/Tons	5643	US Dollar/Tons	4000	US Dollar/Tons			5615	US Dollar/Tons					5400	US Dollar/Tons	7290	US Dollar/Tons	6450	US Dollar/Tons	6900	US Dollar/Tons	6315	US Dollar/Tons	341	54	Tons	
"Greece"	6520	US Dollar/Tons	6778	US Dollar/Tons	6065	US Dollar/Tons	6409	US Dollar/Tons	6690	US Dollar/Tons	7206	US Dollar/Tons	7070	US Dollar/Tons	6867	US Dollar/Tons	7531	US Dollar/Tons	7469	US Dollar/Tons	7043	US Dollar/Tons	8633	US Dollar/Tons	7425	US Dollar/Tons	8120	US Dollar/Tons	8085	US Dollar/Tons	8714	US Dollar/Tons	8417	US Dollar/Tons	10120	US Dollar/Tons	9570	US Dollar/Tons	8424	US Dollar/Tons	278	33	Tons	
"South Africa"			835	US Dollar/Units	750	US Dollar/Units			878	US Dollar/Units			827	US Dollar/Units	838	US Dollar/Units	815	US Dollar/Units	819	US Dollar/Units	927	US Dollar/Units	876	US Dollar/Units	934	US Dollar/Units	940	US Dollar/Units	1028	US Dollar/Units	983	US Dollar/Units	31	US Dollar/Units	1069	US Dollar/Units	894	US Dollar/Units	984	US Dollar/Units	181	184	Units	
"Belgium"	18000	US Dollar/Tons	8000	US Dollar/Tons		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available	96	0	Not available	
"Luxembourg"	2500	US Dollar/Units	662	US Dollar/Units	2667	US Dollar/Units	303	US Dollar/Units	2143	US Dollar/Units	2289	US Dollar/Units	3467	US Dollar/Units	4500	US Dollar/Units	544	US Dollar/Units	2000	US Dollar/Units	1500	US Dollar/Units	2857	US Dollar/Units	667	US Dollar/Units	1250	US Dollar/Units	2643	US Dollar/Units	2803	US Dollar/Units	2383	US Dollar/Units	1750	US Dollar/Units	1354	US Dollar/Units	1212	US Dollar/Units	63	52	Units	
"Indonesia"													4.20	US Dollar/Kilograms					3.30	US Dollar/Kilograms							3.31	US Dollar/Kilograms			4.11	US Dollar/Kilograms			3.40	US Dollar/Kilograms	9.38	US Dollar/Kilograms	3.81	US Dollar/Kilograms	27	7084	Kilograms	
"Singapore"																	200	US Dollar/Units					280	US Dollar/Units	250	US Dollar/Units	219	US Dollar/Units											500	US Dollar/Units	8	16	Units	
"Sweden"	6619	US Dollar/Tons	25000	US Dollar/Tons	10222	US Dollar/Tons		US Dollar/Tons	6000	US Dollar/Tons		US Dollar/Tons		US Dollar/Mixed		US Dollar/Tons	2792	US Dollar/Tons	5000	US Dollar/Tons		US Dollar/Tons		US Dollar/Tons		US Dollar/Tons		US Dollar/Tons		US Dollar/Tons		US Dollar/Tons		US Dollar/Tons		US Dollar/Tons		US Dollar/Tons		US Dollar/Tons	1	0	Tons	
"Switzerland"							6.37	US Dollar/Kilograms	21	US Dollar/Kilograms	17	US Dollar/Kilograms	5.16	US Dollar/Kilograms	3.33	US Dollar/Kilograms			53	US Dollar/Kilograms			6.43	US Dollar/Kilograms					26	US Dollar/Kilograms			19	US Dollar/Kilograms					3.11	US Dollar/Kilograms	1	322	Kilograms	
"India"																																									0	0		
"Nigeria"																																									0	0		
"Norway"			9.94	US Dollar/Kilograms	9.68	US Dollar/Kilograms	9.39	US Dollar/Kilograms		US Dollar/Kilograms	10	US Dollar/Kilograms	12	US Dollar/Kilograms		US Dollar/Kilograms	11	US Dollar/Kilograms	5.85	US Dollar/Kilograms		US Dollar/Kilograms		US Dollar/Kilograms		US Dollar/Kilograms		US Dollar/Kilograms		US Dollar/Kilograms		US Dollar/Kilograms	36	US Dollar/Kilograms	47	US Dollar/Kilograms		US Dollar/Kilograms		US Dollar/Kilograms	0	0	Kilograms	
"Iceland"																																									0	0		
"Kazakhstan"																																									0	0		
"Morocco"																																									0	0		
"Mozambique"																																									0	0		
"Maldives"																																									0	0		
"Bahrain"																																									0	0		
"Australia"			1700	US Dollar/Units					1333	US Dollar/Units	2216	US Dollar/Units			1500	US Dollar/Units	1850	US Dollar/Units	276	US Dollar/Units	5000	US Dollar/Units					2375	US Dollar/Units	2091	US Dollar/Units			63	US Dollar/Units			2333	US Dollar/Units			0	0		
"Croatia"												US Dollar/Tons															8000	US Dollar/Tons							6000	US Dollar/Tons								
"Ghana"																																												
"Albania"																																												
"Azerbaijan"																																												
"Brazil"																																	12	US Dollar/Kilograms										
"Bulgaria"															1167	US Dollar/Tons	3000	US Dollar/Tons	1500	US Dollar/Tons	4333	US Dollar/Tons			11000	US Dollar/Tons	15000	US Dollar/Tons																
"Canada"																																												
"Chile"							5.08	US Dollar/Kilograms															12	US Dollar/Kilograms					13	US Dollar/Kilograms														
"Mauritius"																																												
"Mexico"																																												
"Taipei, Chinese"	8.82	US Dollar/Kilograms					8.66	US Dollar/Kilograms																																				
"Malawi"																																												
"Malaysia"																																												
"Lithuania"	2000	US Dollar/Tons												US Dollar/Tons																														
"Côte d'Ivoire"																																												
"New Zealand"							32	US Dollar/Kilograms	49	US Dollar/Kilograms			14	US Dollar/Kilograms							62	US Dollar/Kilograms	20	US Dollar/Kilograms	89	US Dollar/Kilograms	9.11	US Dollar/Kilograms			57	US Dollar/Kilograms	39	US Dollar/Kilograms										
"Seychelles"																																												
"Thailand"																																	415	US Dollar/Units			446	US Dollar/Units						
"Trinidad and Tobago"																																												
"Uganda"																																												
"Egypt"																																												
"Uruguay"															1833	US Dollar/Kilograms																												
"Venezuela, Bolivarian Republic of"																																												
"Zambia"																																												
