Exporters	2007-M06-Imported unit value	2007-M06-Unit	2007-M07-Imported unit value	2007-M07-Unit	2007-M08-Imported unit value	2007-M08-Unit	2007-M09-Imported unit value	2007-M09-Unit	2007-M10-Imported unit value	2007-M10-Unit	2007-M11-Imported unit value	2007-M11-Unit	2007-M12-Imported unit value	2007-M12-Unit	2008-M01-Imported unit value	2008-M01-Unit	2008-M02-Imported unit value	2008-M02-Unit	2008-M03-Imported unit value	2008-M03-Unit	2008-M04-Imported unit value	2008-M04-Unit	2008-M05-Imported unit value	2008-M05-Unit	2008-M06-Imported unit value	2008-M06-Unit	2008-M07-Imported unit value	2008-M07-Unit	2008-M08-Imported unit value	2008-M08-Unit	2008-M09-Imported unit value	2008-M09-Unit	2008-M10-Imported unit value	2008-M10-Unit	2008-M11-Imported unit value	2008-M11-Unit	2008-M12-Imported unit value	2008-M12-Unit	2009-M01-Imported unit value	2009-M01-Unit	Imported value in 2009-M01, US Dollar thousand	Imported quantity in 2009-M01	Quantity Unit in 2009-M01	
"Germany"	14356	US Dollar/Tons	17844	US Dollar/Tons	13588	US Dollar/Tons	13888	US Dollar/Tons	13011	US Dollar/Tons	13912	US Dollar/Tons	19680	US Dollar/Tons	17451	US Dollar/Tons	18364	US Dollar/Tons	21633	US Dollar/Tons	13710	US Dollar/Tons	13678	US Dollar/Tons	21129	US Dollar/Tons	22455	US Dollar/Tons	17593	US Dollar/Tons	23282	US Dollar/Tons	16120	US Dollar/Tons	12885	US Dollar/Tons	14583	US Dollar/Tons	14640	US Dollar/Tons	366	25	Tons	
"France"		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available	364	0	Not available	
"Finland"	9758	US Dollar/Tons	14542	US Dollar/Tons	10871	US Dollar/Tons	12037	US Dollar/Tons	11579	US Dollar/Tons	8761	US Dollar/Tons	12907	US Dollar/Tons	12652	US Dollar/Tons	11000	US Dollar/Tons	11917	US Dollar/Tons	12600	US Dollar/Tons	10094	US Dollar/Tons	13059	US Dollar/Tons	13118	US Dollar/Tons	13522	US Dollar/Tons	11897	US Dollar/Tons	12949	US Dollar/Tons	10143	US Dollar/Tons	10692	US Dollar/Tons	10219	US Dollar/Tons	327	32	Tons	
"Spain"	1110	US Dollar/Units	406	US Dollar/Units	1125	US Dollar/Units	1028	US Dollar/Units	2996	US Dollar/Units	1205	US Dollar/Units	1423	US Dollar/Units	12231	US Dollar/Tons	13233	US Dollar/Tons	9320	US Dollar/Tons	10147	US Dollar/Tons	14282	US Dollar/Tons	12483	US Dollar/Tons	7344	US Dollar/Tons	13031	US Dollar/Tons	15866	US Dollar/Tons	10197	US Dollar/Tons	10455	US Dollar/Tons	8600	US Dollar/Tons	6106	US Dollar/Tons	287	47	Tons	
"Netherlands"	968	US Dollar/Units	4854	US Dollar/Units	2867	US Dollar/Units	203	US Dollar/Units	219	US Dollar/Units	277	US Dollar/Units	2228	US Dollar/Units	154	US Dollar/Units	284	US Dollar/Units	1446	US Dollar/Units	300	US Dollar/Units	533	US Dollar/Units	1466	US Dollar/Units	1613	US Dollar/Units	1456	US Dollar/Units	1276	US Dollar/Units	1316	US Dollar/Units	1041	US Dollar/Units	846	US Dollar/Units	6781	US Dollar/Tons	217	32	Tons	
"Hungary"	11633	US Dollar/Tons	11571	US Dollar/Tons	10793	US Dollar/Tons	11055	US Dollar/Tons	10122	US Dollar/Tons	9766	US Dollar/Tons	10000	US Dollar/Tons	12000	US Dollar/Tons	10042	US Dollar/Tons	11176	US Dollar/Tons	12313	US Dollar/Tons	11621	US Dollar/Tons	10294	US Dollar/Tons	12191	US Dollar/Tons	13105	US Dollar/Tons	13963	US Dollar/Tons	15615	US Dollar/Tons	13500	US Dollar/Tons	14667	US Dollar/Tons	12125	US Dollar/Tons	194	16	Tons	
"Slovakia"	9125	US Dollar/Tons	14762	US Dollar/Tons	7566	US Dollar/Tons	8317	US Dollar/Tons	8563	US Dollar/Tons	9594	US Dollar/Tons	10308	US Dollar/Tons	10154	US Dollar/Tons	9353	US Dollar/Tons	229	US Dollar/Tons			10833	US Dollar/Tons	9250	US Dollar/Tons	8421	US Dollar/Tons			7929	US Dollar/Tons	7000	US Dollar/Tons	7067	US Dollar/Tons	6667	US Dollar/Tons	7368	US Dollar/Tons	140	19	Tons	
"Slovenia"	8333	US Dollar/Tons	8952	US Dollar/Tons	7350	US Dollar/Tons	8698	US Dollar/Tons	8644	US Dollar/Tons	8541	US Dollar/Tons	9000	US Dollar/Tons	7733	US Dollar/Tons	8750	US Dollar/Tons	8000	US Dollar/Tons	8955	US Dollar/Tons	7207	US Dollar/Tons	8345	US Dollar/Tons	8870	US Dollar/Tons	7455	US Dollar/Tons	7692	US Dollar/Tons	7316	US Dollar/Tons	7643	US Dollar/Tons	5333	US Dollar/Tons	6235	US Dollar/Tons	106	17	Tons	
"South Africa"	984	US Dollar/Units	1043	US Dollar/Units	700	US Dollar/Units	1330	US Dollar/Units	1021	US Dollar/Units	1000	US Dollar/Units	1037	US Dollar/Units	975	US Dollar/Units	766	US Dollar/Units	851	US Dollar/Units	955	US Dollar/Units	1086	US Dollar/Units	1104	US Dollar/Units	829	US Dollar/Units			1173	US Dollar/Units	915	US Dollar/Units	788	US Dollar/Units	789	US Dollar/Units	737	US Dollar/Units	84	114	Units	
"Luxembourg"	1212	US Dollar/Units	701	US Dollar/Units	586	US Dollar/Units	638	US Dollar/Units	1041	US Dollar/Units	714	US Dollar/Units	2056	US Dollar/Units	765	US Dollar/Units	2350	US Dollar/Units													1410	US Dollar/Units	1289	US Dollar/Units	837	US Dollar/Units	2667	US Dollar/Units	721	US Dollar/Units	31	43	Units	
"Belgium"		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available	26	0	Not available	
"Sweden"		US Dollar/Tons		US Dollar/Tons		US Dollar/Tons		US Dollar/Tons		US Dollar/Tons		US Dollar/Tons		US Dollar/Tons	0	US Dollar/Units	11333	US Dollar/Tons	8600	US Dollar/Tons	11000	US Dollar/Tons	10000	US Dollar/Tons	38000	US Dollar/Tons		US Dollar/Tons		US Dollar/Tons	4000	US Dollar/Tons	8000	US Dollar/Tons		US Dollar/Mixed	0	US Dollar/Units		US Dollar/Tons	1	0	Tons	
"Switzerland"	3.11	US Dollar/Kilograms	100	US Dollar/Kilograms	350	US Dollar/Kilograms	92	US Dollar/Kilograms	73	US Dollar/Kilograms	147	US Dollar/Kilograms	87	US Dollar/Kilograms			10	US Dollar/Kilograms			65	US Dollar/Kilograms	65	US Dollar/Kilograms	75	US Dollar/Kilograms											41	US Dollar/Kilograms	21	US Dollar/Kilograms	1	47	Kilograms	
"Thailand"			541	US Dollar/Units				US Dollar/Units	527	US Dollar/Units	1022	US Dollar/Units		US Dollar/Units						US Dollar/Units		US Dollar/Units		US Dollar/Units							1267	US Dollar/Units	1202	US Dollar/Units							0	0		
"Pakistan"																		US Dollar/Not available																							0	0		
"India"			3000	US Dollar/Units																																					0	0		
"Uganda"																																									0	0		
"Australia"					323	US Dollar/Units													2333	US Dollar/Units									3500	US Dollar/Units					1600	US Dollar/Units					0	0		
"Malaysia"													333	US Dollar/Units									15000	US Dollar/Units			312	US Dollar/Units													0	0		
"Jordan"																																									0	0		
"Morocco"																																									0	0		
"Mozambique"																																												
"Kenya"																																												
"Lithuania"																						US Dollar/Tons		US Dollar/Tons				US Dollar/Tons		US Dollar/Tons				US Dollar/Tons			14750	US Dollar/Tons						
"Maldives"																																												
"Mauritius"																																												
"Mexico"													1000	US Dollar/Units																														
"Taipei, Chinese"																					12	US Dollar/Kilograms					15	US Dollar/Kilograms																
"Iceland"																																												
"Indonesia"	3.81	US Dollar/Kilograms									4.24	US Dollar/Kilograms			4.45	US Dollar/Kilograms							4.72	US Dollar/Kilograms					11	US Dollar/Kilograms														
"Greece"	8424	US Dollar/Tons	8378	US Dollar/Tons	8680	US Dollar/Tons	8381	US Dollar/Tons	8077	US Dollar/Tons	8379	US Dollar/Tons	7833	US Dollar/Tons	8444	US Dollar/Tons	8591	US Dollar/Tons	9684	US Dollar/Tons	8667	US Dollar/Tons	9150	US Dollar/Tons	8889	US Dollar/Tons	8750	US Dollar/Tons	9000	US Dollar/Tons	7786	US Dollar/Tons	7364	US Dollar/Tons	6500	US Dollar/Tons	5778	US Dollar/Tons						
"Guatemala"															3.22	US Dollar/Kilograms													5.39	US Dollar/Kilograms														
"Côte d'Ivoire"																																												
"Japan"																	22	US Dollar/Kilograms											6.90	US Dollar/Kilograms														
"Kazakhstan"																																												
"Azerbaijan"																																												
"Bahamas"																																												
"Bahrain"																																												
"Brazil"					10	US Dollar/Kilograms	10	US Dollar/Kilograms			6.62	US Dollar/Kilograms					13	US Dollar/Kilograms																			250	US Dollar/Kilograms						
"Bulgaria"				US Dollar/Tons																																								
"Canada"										US Dollar/Not available																		US Dollar/Not available								US Dollar/Not available								
"Chile"											21	US Dollar/Kilograms											6.25	US Dollar/Kilograms																				
"Colombia"																																												
"Mayotte"																																												
"Croatia"															7000	US Dollar/Tons																												
"Egypt"																																												
"Uruguay"																																												
"Venezuela, Bolivarian Republic of"																																												
"Singapore"	500	US Dollar/Units																					396	US Dollar/Units												US Dollar/Units								
"Philippines"																																												
"Trinidad and Tobago"																																												
"New Zealand"			3.77	US Dollar/Kilograms					39	US Dollar/Kilograms	127	US Dollar/Kilograms									61	US Dollar/Kilograms	7.95	US Dollar/Kilograms			61	US Dollar/Kilograms	50	US Dollar/Kilograms	6.00	US Dollar/Kilograms												
"Nicaragua"																																												
"Nigeria"																																												
"Norway"		US Dollar/Kilograms		US Dollar/Kilograms		US Dollar/Kilograms		US Dollar/Kilograms		US Dollar/Kilograms		US Dollar/Kilograms		US Dollar/Kilograms							37	US Dollar/Kilograms			0	US Dollar/Kilograms			56	US Dollar/Kilograms			43	US Dollar/Kilograms										
"Romania"	6315	US Dollar/Tons	6441	US Dollar/Tons	6667	US Dollar/Tons			7926	US Dollar/Tons	7947	US Dollar/Tons	8357	US Dollar/Tons	10162	US Dollar/Tons	11000	US Dollar/Tons	9099	US Dollar/Tons	9385	US Dollar/Tons	9319	US Dollar/Tons	9810	US Dollar/Tons			11333	US Dollar/Tons	8237	US Dollar/Tons	7615	US Dollar/Tons			7500	US Dollar/Tons						
"Seychelles"																																												
