Exporters	2010-M08-Imported unit value	2010-M08-Unit	2010-M09-Imported unit value	2010-M09-Unit	2010-M10-Imported unit value	2010-M10-Unit	2010-M11-Imported unit value	2010-M11-Unit	2010-M12-Imported unit value	2010-M12-Unit	2011-M01-Imported unit value	2011-M01-Unit	2011-M02-Imported unit value	2011-M02-Unit	2011-M03-Imported unit value	2011-M03-Unit	2011-M04-Imported unit value	2011-M04-Unit	2011-M05-Imported unit value	2011-M05-Unit	2011-M06-Imported unit value	2011-M06-Unit	2011-M07-Imported unit value	2011-M07-Unit	2011-M08-Imported unit value	2011-M08-Unit	2011-M09-Imported unit value	2011-M09-Unit	2011-M10-Imported unit value	2011-M10-Unit	2011-M11-Imported unit value	2011-M11-Unit	2011-M12-Imported unit value	2011-M12-Unit	2012-M01-Imported unit value	2012-M01-Unit	2012-M02-Imported unit value	2012-M02-Unit	2012-M03-Imported unit value	2012-M03-Unit	Imported value in 2012-M03, US Dollar thousand	Imported quantity in 2012-M03	Quantity Unit in 2012-M03	
"Netherlands"		US Dollar/Tons					10500	US Dollar/Tons			11500	US Dollar/Tons	13333	US Dollar/Tons	16000	US Dollar/Tons	15500	US Dollar/Tons	16000	US Dollar/Tons		US Dollar/Tons		US Dollar/Tons	11500	US Dollar/Tons	3560	US Dollar/Tons	14000	US Dollar/Tons	11000	US Dollar/Tons	9000	US Dollar/Tons	1462	US Dollar/Tons		US Dollar/Tons		US Dollar/Tons	1	0	Tons	
"Nigeria"																																									0	0		
"Israel"																																									0	0		
"Australia"																	1500	US Dollar/Units															22000	US Dollar/Units							0	0		
"Congo"																																												
"Cyprus"				US Dollar/Tons		US Dollar/Tons		US Dollar/Tons												US Dollar/Tons				US Dollar/Tons																				
"Greece"	5500	US Dollar/Tons	5714	US Dollar/Tons	6733	US Dollar/Tons	5833	US Dollar/Tons	5667	US Dollar/Tons	5833	US Dollar/Tons	8273	US Dollar/Tons	8455	US Dollar/Tons	8000	US Dollar/Tons	8000	US Dollar/Tons	8600	US Dollar/Tons	8417	US Dollar/Tons	8667	US Dollar/Tons	8300	US Dollar/Tons	8435	US Dollar/Tons	8167	US Dollar/Tons	8333	US Dollar/Tons	8214	US Dollar/Tons	10500	US Dollar/Tons						
"Bahamas"																																												
"Belgium"						US Dollar/Not available				US Dollar/Not available												US Dollar/Not available						US Dollar/Not available				US Dollar/Not available			444	US Dollar/Units								
"Solomon Islands"																																												
"Burundi"																																												
"Canada"																																												
"Chile"									8	US Dollar/Kilograms																																		
"Iceland"																																												
"Kazakhstan"													0	US Dollar/Tons																														
"Jordan"																																												
"Kenya"																																												
"Norway"													15	US Dollar/Kilograms									15	US Dollar/Kilograms	33	US Dollar/Kilograms																		
"Pakistan"																																												
"New Zealand"	9.83	US Dollar/Kilograms	4.96	US Dollar/Kilograms	7.67	US Dollar/Kilograms					4.77	US Dollar/Kilograms			6.83	US Dollar/Kilograms			3.85	US Dollar/Kilograms																								
"Niger"																																												
"Malaysia"																																												
"Mexico"	897	US Dollar/Units	1133	US Dollar/Units			905	US Dollar/Units																	893	US Dollar/Units																		
"Morocco"																																												
"Singapore"					727	US Dollar/Units									706	US Dollar/Units																												
"South Africa"																																												
"Sweden"					2000	US Dollar/Units																																						
"Switzerland"													42	US Dollar/Kilograms							115	US Dollar/Kilograms											80	US Dollar/Kilograms										
"Zambia"																																												
"Uganda"																																												
"Egypt"																																												
