Exporters	2013-M10-Imported unit value	2013-M10-Unit	2013-M11-Imported unit value	2013-M11-Unit	2013-M12-Imported unit value	2013-M12-Unit	2014-M01-Imported unit value	2014-M01-Unit	2014-M02-Imported unit value	2014-M02-Unit	2014-M03-Imported unit value	2014-M03-Unit	2014-M04-Imported unit value	2014-M04-Unit	2014-M05-Imported unit value	2014-M05-Unit	2014-M06-Imported unit value	2014-M06-Unit	2014-M07-Imported unit value	2014-M07-Unit	2014-M08-Imported unit value	2014-M08-Unit	2014-M09-Imported unit value	2014-M09-Unit	2014-M10-Imported unit value	2014-M10-Unit	2014-M11-Imported unit value	2014-M11-Unit	2014-M12-Imported unit value	2014-M12-Unit	2015-M01-Imported unit value	2015-M01-Unit	2015-M02-Imported unit value	2015-M02-Unit	2015-M03-Imported unit value	2015-M03-Unit	2015-M04-Imported unit value	2015-M04-Unit	2015-M05-Imported unit value	2015-M05-Unit	Imported value in 2015-M05, US Dollar thousand	Imported quantity in 2015-M05	Quantity Unit in 2015-M05	
"Serbia"			0	US Dollar/Kilograms			6.30	US Dollar/Kilograms	7.28	US Dollar/Kilograms	7.39	US Dollar/Kilograms											4.54	US Dollar/Kilograms	5.03	US Dollar/Kilograms			4.86	US Dollar/Kilograms	0	US Dollar/Kilograms			5.66	US Dollar/Kilograms	4.50	US Dollar/Kilograms	4.96	US Dollar/Kilograms	46	9283	Kilograms	
"Spain"	6429	US Dollar/Tons	7222	US Dollar/Tons	6143	US Dollar/Tons	6444	US Dollar/Tons	6667	US Dollar/Tons	5667	US Dollar/Tons	7091	US Dollar/Tons	6125	US Dollar/Tons	6412	US Dollar/Tons	6583	US Dollar/Tons	5000	US Dollar/Tons	5550	US Dollar/Tons	5000	US Dollar/Tons					5615	US Dollar/Tons	5000	US Dollar/Tons	5286	US Dollar/Tons	4583	US Dollar/Tons	5500	US Dollar/Tons	44	8	Tons	
"Ireland"	7167	US Dollar/Tons	7250	US Dollar/Tons	8833	US Dollar/Tons	7500	US Dollar/Tons	8000	US Dollar/Tons	12250	US Dollar/Tons	7875	US Dollar/Tons	8429	US Dollar/Tons	9500	US Dollar/Tons	5556	US Dollar/Tons	10429	US Dollar/Tons	8571	US Dollar/Tons	7500	US Dollar/Tons	7000	US Dollar/Tons	7429	US Dollar/Tons	6200	US Dollar/Tons	9000	US Dollar/Tons	7600	US Dollar/Tons	7000	US Dollar/Tons	6500	US Dollar/Tons	26	4	Tons	
"Portugal"	6333	US Dollar/Tons			7000	US Dollar/Tons	9000	US Dollar/Tons			5000	US Dollar/Tons									8000	US Dollar/Tons				US Dollar/Tons							5000	US Dollar/Tons	5500	US Dollar/Tons	8000	US Dollar/Tons	6000	US Dollar/Tons	6	1	Tons	
"France"	15	US Dollar/Kilograms	6.49	US Dollar/Kilograms	0	US Dollar/Kilograms	0	US Dollar/Kilograms	6.71	US Dollar/Kilograms			0	US Dollar/Kilograms					4.33	US Dollar/Kilograms	0	US Dollar/Kilograms	3.51	US Dollar/Kilograms	4.33	US Dollar/Kilograms	0	US Dollar/Kilograms	0	US Dollar/Kilograms			0	US Dollar/Kilograms	0	US Dollar/Kilograms	0	US Dollar/Kilograms	18	US Dollar/Kilograms	6	330	Kilograms	
"United States of America"	541	US Dollar/Units	288	US Dollar/Units	281	US Dollar/Units	434	US Dollar/Units	337	US Dollar/Units	290	US Dollar/Units	2173	US Dollar/Units	354	US Dollar/Units	280	US Dollar/Units	384	US Dollar/Units	315	US Dollar/Units	294	US Dollar/Units	307	US Dollar/Units	313	US Dollar/Units	289	US Dollar/Units	282	US Dollar/Units							273	US Dollar/Units	3	11	Units	
"Belgium"	1000	US Dollar/Units			1000	US Dollar/Units	1000	US Dollar/Units	500	US Dollar/Units			500	US Dollar/Units	667	US Dollar/Units	1000	US Dollar/Units			235	US Dollar/Units	500	US Dollar/Units	667	US Dollar/Units											600	US Dollar/Units	667	US Dollar/Units	2	3	Units	
"Norway"	17	US Dollar/Kilograms			17	US Dollar/Kilograms									30	US Dollar/Kilograms																			0	US Dollar/Kilograms			17	US Dollar/Kilograms	1	59	Kilograms	
"Poland"		US Dollar/Tons				US Dollar/Tons										US Dollar/Tons						US Dollar/Tons		US Dollar/Tons																				
"Romania"																	4250	US Dollar/Tons			3500	US Dollar/Tons				US Dollar/Tons										US Dollar/Tons								
"Sweden"																	9000	US Dollar/Tons																										
"India"			8000	US Dollar/Units																			5000	US Dollar/Units																				
"Slovakia"																		US Dollar/Tons																										
"Australia"															1000	US Dollar/Units																												
"Finland"		US Dollar/Tons															25000	US Dollar/Tons								US Dollar/Tons		US Dollar/Tons																
"Greece"																														US Dollar/Tons														
"New Zealand"															50	US Dollar/Kilograms																												
"Japan"					37	US Dollar/Kilograms																																						
"Korea, Republic of"			5.19	US Dollar/Kilograms	4.97	US Dollar/Kilograms					4.52	US Dollar/Kilograms							5.42	US Dollar/Kilograms													27	US Dollar/Kilograms										
"Lebanon"																																			73	US Dollar/Kilograms								
"Latvia"														US Dollar/Tons			9000	US Dollar/Tons																										
"Mexico"	13	US Dollar/Kilograms	17	US Dollar/Kilograms	14	US Dollar/Kilograms	18	US Dollar/Kilograms			12	US Dollar/Kilograms	11	US Dollar/Kilograms	38	US Dollar/Kilograms	15	US Dollar/Kilograms	26	US Dollar/Kilograms	22	US Dollar/Kilograms	18	US Dollar/Kilograms	56	US Dollar/Kilograms			32	US Dollar/Kilograms			14	US Dollar/Kilograms			23	US Dollar/Kilograms						
